ADSTRD_CD,ADSTRD_NM,FCLTY_LO,FCLTY_LA
2723074500,구암동,128.57034,35.942893
2723067200,복현2동,128.6169046,35.8986818
3120051000,농소1동,129.353894,35.631273
1132066000,쌍문1동,127.0244861,37.6478283
1130566000,인수동,127.018757,37.635688
2726055000,만촌1동,128.6510924,35.87775004
2614068000,암남동,129.014312,35.073125
2717061000,비산7동,128.555713,35.881672
2717054000,내당4동,128.552,35.858904
2726067000,고산1동,128.712802,35.836994
2726060100,황금1동,128.629985,35.841242
2726066100,범물1동,128.6485343,35.8191643
2611054500,보수동,129.026158,35.104124
2711054500,삼덕동,128.6012452,35.8648907
2871025000,강화읍,126.4912085,37.7403213
2871033000,길상면,126.4871851,37.6425401
2824564000,작전서운동,126.734715,37.528727
2824573000,계양3동,126.753318,37.557073
2824561100,계산1동,126.7156,37.54364
2824560100,효성1동,126.706156,37.52958
2820052100,구월3동,126.697261,37.450967
2820052100,구월3동,126.6972627,37.45229985
1168052100,논현1동,127.02629,37.51214827
2814055500,송현1.2동,126.63497,37.476844
3117059000,남목2동,129.431392,35.524629
2817764000,주안3동,126.6711736,37.4450774
2817766000,주안5동,126.687325,37.465913
2817754000,"용현1,4동",126.657899,37.452752
2817764000,주안3동,126.671145,37.445081
2817770000,관교동,126.6960245,37.439254
2823758000,산곡2동,126.70707,37.506127
2823764800,삼산2동,126.73379,37.511156
2823756000,부평6동,126.7267876,37.48477457
2826059000,가좌2동,126.6912207,37.4955896
2826068000,검단동,126.6609564,37.6022398
2614068000,암남동,129.014312,35.073125
2826053000,연희동,126.672124,37.546231
2818576600,청학동,126.666614,37.4276772
2818584000,송도3동,126.659843,37.371609
2818576300,연수3동,126.687747,37.421101
2611054500,보수동,129.026158,35.104124
2811054000,신흥동,126.6338603,37.46781715
2920054000,도산동,126.79515,35.1348587
2920063500,운남동,126.8159402,35.17144137
2920054000,도산동,126.79515,35.13485872
2920063500,운남동,126.8159402,35.1714414
2915564000,월산5동,126.8970677,35.1416902
2915554500,사직동,126.907885,35.147499
2629055000,대연제5동,129.093264,35.136176
2915571000,효덕동,126.897052,35.100385
2714062000,불로.봉무동,128.6300679,35.9019806
2917066200,두암2동,126.934349,35.17237
2917069500,건국동,126.9122243,35.24065096
2914076000,화정1동,126.880458,35.158003
3023052500,회덕동,127.431419,36.378271
3011055200,판암2동,127.4563279,36.31941789
3011063000,가양2동,127.4563412,36.34647922
3017052000,도마1동,127.374232,36.326912
2614068000,암남동,129.014312,35.073125
3017055500,탄방동,127.3979912,36.3462304
3017052000,도마1동,127.3728096,36.32655399
3020055000,신성동,127.3440256,36.38454829
3020061000,원신흥동,127.3355128,36.3341606
3014057500,대흥동,127.4208506,36.32073573
3014057500,대흥동,127.4283306,36.32673416
3014057500,대흥동,127.4208506,36.32073573
3114057000,삼산동,129.336605,35.545627
3114062500,대현동,129.329884,35.52991
3114059500,무거동,129.250526,35.535347
3114059500,무거동,129.250526,35.535347
3114064000,선암동,129.318774,35.514701
3117051000,방어동,129.426011,35.487758
3117056000,전하2동,129.4274907,35.51061602
3117059000,남목2동,129.4314639,35.5246173
3117058000,남목1동,129.4233231,35.5377634
3120059000,염포동,129.3899053,35.5358652
3120051000,농소1동,129.3538961,35.6312699
4313056000,지현동,127.931184,36.958316
3171039000,삼남면,129.11316,35.556513
2611054500,보수동,129.026158,35.104124
3111060000,태화동,129.2967404,35.56124633
3111061000,다운동,129.278424,35.5552732
3611036000,연서면,127.2069147,36.59403996
3611025000,조치원읍,127.2923638,36.60407946
4182025000,가평읍,127.511138,37.833659
4182032500,청평면,127.4243265,37.7392117
4182025000,가평읍,127.5069577,37.82542273
4128559000,장항2동,126.7604422,37.66444706
4128757000,대화동,126.7481578,37.67447522
4128162100,화정1동,126.8368608,37.64849418
4128160000,관산동,126.8642041,37.68810904
4129056000,문원동,127.004332,37.428129
1162059500,청룡동,126.9512984,37.47720921
4121063200,하안2동,126.8742325,37.4680192
4121064000,소하1동,126.8849694,37.4522229
4161052000,송정동,127.250012,37.416895
4141052000,군포2동,126.947525,37.34555
4141055000,산본2동,126.933041,37.364216
4157025000,통진읍,126.6068955,37.6837268
4157054000,사우동,126.7226114,37.6222881
4157025600,양촌읍,126.6383347,37.66404685
4136051000,호평동,127.2422797,37.658878
4136025300,진접읍,127.2050656,37.7189538
4136025600,화도읍,127.2999962,37.65733039
4136034000,수동면,127.3205097,37.70970126
4136025900,진건읍,127.19747,37.673315
4125053500,중앙동,127.056205,37.905242
4119075000,소사본동,126.7999477,37.4800468
4119060600,부천동,126.7875117,37.4967327
4119060300,심곡동,126.7750017,37.4866981
4119083000,오정동,126.7960259,37.5283486
4113162000,복정동,127.130424,37.461499
4113160000,산성동,127.152947,37.450949
4113357000,상대원1동,127.169188,37.441765
4113565700,백현동,127.108594,37.390224
4113351000,성남동,127.131556,37.432015
4113557000,정자3동,127.11241,37.358706
4113159000,단대동,127.1557961,37.44827499
4113562000,야탑1동,127.1317842,37.41165907
4111157100,정자1동,126.99754,37.299255
4111156600,율천동,126.972088,37.306371
4111365000,구운동,126.976192,37.2784956
4111574000,행궁동,127.017466,37.284031
4111760000,광교1동,127.056867,37.28956
4111365000,구운동,126.976054,37.278382
4111354000,세류3동,127.011789,37.261133
4139058200,월곶동,126.7423983,37.38769345
4139054000,은행동,126.8005532,37.4339393
4139064000,능곡동,126.813366,37.368573
4139052000,신천동,126.7927981,37.43232857
4139052000,신천동,126.7927981,37.43232857
4127152500,사동,126.844122,37.301352
4127358000,선부1동,126.8105737,37.3322682
4127157000,부곡동,126.8590429,37.3302056
4155051000,안성1동,127.275083,37.00438
4117359000,호계2동,126.950885,37.379856
4128553000,정발산동,126.7745774,37.6669169
4117354600,달안동,126.9520715,37.39297273
4163055000,회천3동,127.068036,37.8381418
4163033000,광적면,126.9798768,37.82584035
4163053000,회천1동,127.0636907,37.83832479
4183025000,양평읍,127.491224,37.487905
4167051000,여흥동,127.6406356,37.29361955
4180025000,연천읍,127.0789086,38.10350867
4137054000,신장동,127.045162,37.17774
4146551000,풍덕천1동,127.097598,37.3221
4146351000,신갈동,127.111686,37.287876
4146152000,역삼동,127.17786,37.240551
4143051000,고천동,126.9725024,37.3427746
4143055000,내손2동,126.981674,37.387577
4115052000,의정부2동,127.045589,37.733705
4115056800,신곡2동,127.06352,37.743183
4115057600,송산2동,127.088761,37.738939
4150025000,장호원읍,127.6295774,37.11566634
4150052000,중리동,127.440577,37.278001
4148053000,금촌3동,126.7335569,37.77163351
4148052000,금촌2동,126.7798134,37.7538401
4122025300,안중읍,126.931747,36.985575
4122025000,팽성읍,127.0475357,36.9624744
4157025000,통진읍,126.606881,37.683729
4313056000,지현동,127.931184,36.958316
4165031000,군내면,127.212189,37.904867
4145059000,춘궁동,127.1940072,37.5219812
4159026200,남양읍,126.828723,37.198785
4159025900,향남읍,126.9374416,37.12821527
4159061000,동탄7동,127.1104567,37.1705479
4215037000,연곡면,128.8313684,37.8743089
4215051000,홍제동,128.8839883,37.7477189
4882025000,고성읍,128.313388,34.969643
4217057000,발한동,129.10634,37.545235
4217051000,천곡동,129.122625,37.515059
4217051000,천곡동,129.1060871,37.52537169
4223057000,성내동,129.1715738,37.44564015
4223025000,도계읍,129.0463935,37.238215
4221057000,노학동,128.57595,38.196474
4283025000,양양읍,128.62677,38.076862
4213055000,단구동,127.969274,37.318626
4213055000,단구동,127.969274,37.318626
4211067500,강남동,127.718929,37.867919
4211070500,신사우동,127.739341,37.903827
4211025000,신북읍,127.749095,37.948043
4211031000,동면,127.757512,37.879764
4219058500,문곡소도동,129.003736,37.130578
4219052500,황연동,128.9866681,37.17875976
4272025000,홍천읍,127.907184,37.713032
4272025000,홍천읍,127.907184,37.713032
4157034000,대곶면,126.6053432,37.6333236
4211057000,근화동,127.7238911,37.8925709
4376025000,괴산읍,127.797481,36.807992
4380025000,단양읍,128.367256,36.984866
4380025300,매포읍,128.2961749,37.03152177
4372025000,보은읍,127.723916,36.488319
4372038500,회인면,127.5974123,36.49460273
4372025000,보은읍,127.7261003,36.4850699
4374025000,영동읍,127.7752458,36.16847861
4373025000,옥천읍,127.5698952,36.3046044
4377025300,금왕읍,127.596297,36.987307
4315052800,중앙동,128.210462,37.1392
4315052800,중앙동,128.21174,37.14334066
4315052800,중앙동,128.203421,37.13276
4315059000,청전동,128.210499,37.14840789
4374525000,증평읍,127.6043472,36.79919346
4375025000,진천읍,127.4400757,36.86076362
4311173000,용암2동,127.506223,36.598458
4311152500,중앙동,127.492879,36.64102
4311251000,사직1동,127.474,36.639686
4311374700,가경동,127.43645,36.611793
4311374700,가경동,127.43645,36.611793
4311453000,내덕2동,127.494259,36.662538
4311255000,산남동,127.470295,36.60746
4311152500,중앙동,127.492879,36.64102
4311257000,수곡1동,127.4830824,36.61973694
4313054000,교현2동,127.9264554,36.98059125
4425051000,금암동,127.259071,36.272305
4415051000,중학동,127.121866,36.452333
4415036000,의당면,127.1676142,36.58209018
4427025000,합덕읍,126.765522,36.81092739
4427051000,당진1동,126.64331,36.891537
4418054500,대천4동,126.6031378,36.33888134
4418039000,미산면,126.6753622,36.29028989
4418051500,대천1동,126.604107,36.356221
4476031000,규암면,126.889413,36.30362916
4477039000,종천면,126.656941,36.110906
4136034000,수동면,127.3205097,37.7097013
4420058000,온양2동,126.995401,36.78196
4481025000,예산읍,126.835363,36.694748
4413136000,병천면,127.302199,36.766105
4413353000,쌍용1동,127.129059,36.804344
4413132000,광덕면,127.1350583,36.66658695
4413154000,원성2동,127.1581554,36.80016444
4479025000,청양읍,126.800122,36.450893
4482525000,태안읍,126.2918652,36.75822464
4482525000,태안읍,126.291854,36.758223
4482525300,안면읍,126.3441723,36.51732105
4480025000,홍성읍,126.654641,36.59716
4579025000,고창읍,126.7405949,35.43111053
4513035000,대야면,126.8107216,35.94698189
4513060500,중앙동,126.715588,35.982889
4812554000,문화동,128.558682,35.188299
4521051000,요촌동,126.894859,35.814802
5013055000,효돈동,126.6184629,33.26369188
4519055000,금동,127.3728232,35.40301562
4573025000,무주읍,127.672453,36.005604
4573025000,무주읍,127.672453,36.005604
4580025000,부안읍,126.7363079,35.7192993
4514061000,모현동,126.945941,35.956618
4514056000,인화동,126.956907,35.926909
4514032000,황등면,126.943428,36.004597
4575025000,임실읍,127.2857153,35.6146284
4575038000,관촌면,127.2714578,35.674597
4574025000,장수읍,127.517143,35.653246
4521034000,용지면,126.955967,35.8350888
4511167100,중화산1동,127.127245,35.808945
4511171200,효자2동,127.123481,35.802085
4511169200,평화2동,127.13404,35.791445
4511354000,인후1동,127.157041,35.838432
4511357000,덕진동,127.120585,35.849996
4511358000,금암1동,127.137274,35.843285
4511354000,인후1동,127.157041,35.838432
4518057000,연지동,126.8453416,35.57121938
4518053500,내장상동,126.893048,35.553821
4518042000,칠보면,126.991261,35.6033698
4518025000,신태인읍,126.889566,35.688527
4572025000,진안읍,127.4185011,35.78059802
4677025000,고흥읍,127.2942433,34.62221095
4623025000,광양읍,127.591052,34.970549
4623053000,중마동,127.693995,34.940869
4617055000,성북동,126.717425,35.035584
4617058000,영산동,126.713938,34.999979
4671025000,담양읍,126.9950288,35.3335028
4611052000,용당2동,126.399211,34.801823
4611059500,목원동,126.385972,34.794825
4611075800,신흥동,126.418898,34.799782
4611075800,신흥동,126.418898,34.799782
4611065500,만호동,126.3858986,34.78618211
4684025300,일로읍,126.5217352,34.8302335
4684025300,일로읍,126.4906626,34.8496888
4678025300,벌교읍,127.35147,34.845592
4615059000,남제동,127.4846993,34.9463465
4615055000,삼산동,127.4901808,34.96807
4615058000,풍덕동,127.49609,34.9451468
4615025000,승주읍,127.3858447,35.01359518
4613067000,국동,127.717043,34.732106
4613078000,쌍봉동,127.65894,34.763753
4613053500,한려동,127.742128,34.745422
4687032000,묘량면,126.5707742,35.2077393
4683025000,영암읍,126.704536,34.794649
4688025000,장성읍,126.767155,35.302607
4680032000,안양면,126.9795525,34.64059422
4690033000,의신면,126.276015,34.467254
4690025000,진도읍,126.2658743,34.48405005
4686025000,함평읍,126.5218242,35.06130887
4682025000,해남읍,126.5939128,34.5749798
4679025000,화순읍,126.9681031,35.0460317
4729053000,남부동,128.747571,35.80173
4729053000,남부동,128.7478064,35.80179204
4713055000,성건동,129.2034494,35.84271826
4713051500,중부동,129.204855,35.841828
4157054000,사우동,126.722585,37.622302
4772025000,군위읍,128.5706807,36.2317788
4715053600,평화남산동,128.11956,36.119339
4728057000,점촌1동,128.1984902,36.59748581
4728061000,점촌5동,128.1923907,36.58779958
4728061000,점촌5동,128.1829687,36.58860227
4792025000,봉화읍,128.7369089,36.89232079
4725053000,북문동,128.150032,36.41667
4776025000,영양읍,129.1177621,36.6615059
4721056000,영주2동,128.62184,36.818551
4790025000,예천읍,128.446153,36.651916
4794025000,울릉읍,130.9088282,37.49584746
4793025000,울진읍,129.3955656,36.99260329
4773037000,금성면,128.679035,36.26137
4773043000,안계면,128.4305215,36.3880611
4773025000,의성읍,128.698259,36.3467911
4782025300,청도읍,128.74293,35.651219
4775037000,진보면,129.0438602,36.5327866
4785025000,왜관읍,128.3974541,35.9895757
4785025000,왜관읍,128.3974541,35.9895757
4711152500,상대동,129.3551786,36.0067792
4711369000,두호동,129.3875815,36.0674964
4888025000,거창읍,127.8887943,35.68527907
4825063000,장유3동,128.7979675,35.1800885
4825059000,삼안동,128.907018,35.257482
4825055000,북부동,128.864785,35.256358
4825062000,장유2동,128.8028968,35.19563182
4884025000,남해읍,127.889664,34.838265
4824052000,선구동,128.0715343,34.93451617
4886025000,산청읍,127.881903,35.414758
4833051000,중앙동,129.04121,35.345998
4833054000,서창동,129.172012,35.414384
4833054000,서창동,129.1719949,35.4143864
4817067300,상대동,128.102585,35.185848
4817073000,판문동,128.033178,35.18348
4817045000,대평면,127.9627606,35.2302115
4817071500,신안동,128.0679685,35.18582508
4812953000,충무동,128.6693678,35.1444488
4812554000,문화동,128.5587986,35.1883685
4812962000,풍호동,128.7116704,35.1346061
4812153000,명곡동,128.6477887,35.2528554
4812754500,석전동,128.5694877,35.2305701
4812354000,사파동,128.7046581,35.2165111
4812563000,오동동,128.5710934,35.2023666
4812554000,문화동,128.5587986,35.18836848
4812125000,동읍,128.6839601,35.27999162
4812354000,사파동,128.694157,35.22245273
4822034000,광도면,128.416647,34.87933473
4885025000,하동읍,127.743045,35.0721055
4889045000,대병면,128.0171785,35.52405804
5013059000,대륜동,126.517322,33.254067
5011062000,봉개동,126.614994,33.46600354
5011053000,이도1동,126.5270712,33.5043812
