시군구명,행정동명,총생활인구수,총노인시설수,입소정원,총노인생활인구수,노인생활인구비율,국민기초생활보장 수급권자,저소득노인,normal,Total bus,Total subway,Total Transportation,전체인구,65세이상 인구,고령자 비율
용산구,이촌1동,24803.21368548387,0.0,29.0,3053.159765591398,8.123785058683126,21.0,7.0,676.0,22.0,1.0,23.0,25707,4306,5.970041802136554
용산구,이촌2동,8688.923303225807,0.0,29.0,1010.2473481182797,8.600788034148355,65.0,9.0,331.0,9.0,0.0,9.0,8094,1792,4.516741071428571
용산구,이태원1동,11017.300605107526,0.0,29.0,834.0512662634409,13.20938058695739,74.0,7.0,260.0,14.0,1.0,15.0,7947,1346,5.904160475482913
용산구,이태원2동,10882.277085080645,0.0,29.0,977.9119823924731,11.128074183585548,89.0,15.0,326.0,18.0,0.0,18.0,10427,1861,5.602901665771091
용산구,서빙고동,15094.628320295698,4.0,52.0,1615.6033990591397,9.343028325569371,96.0,15.0,340.0,24.0,2.0,26.0,13458,2146,6.271202236719478
용산구,보광동,10925.746910215054,13.0,25.0,1082.7753262096774,10.090502291423016,309.0,40.0,439.0,13.0,0.0,13.0,14060,2668,5.269865067466267
용산구,청파동,23328.944144220437,0.0,29.0,1934.2196224462364,12.061166102076854,339.0,29.0,597.0,24.0,0.0,24.0,19833,3234,6.13265306122449
용산구,원효로1동,19609.391843682795,0.0,29.0,1288.717074731183,15.21621171021822,128.0,22.0,343.0,24.0,0.0,24.0,17774,2076,8.5616570327553
용산구,한강로동,49940.18535497312,0.0,29.0,3333.870696505376,14.979640754310395,171.0,14.0,582.0,41.0,13.0,54.0,22886,3228,7.089838909541512
용산구,한남동,30913.200486155914,10.0,24.0,2495.061627419355,12.389754283596384,214.0,38.0,654.0,42.0,1.0,43.0,22054,3683,5.988053217485746
성동구,왕십리2동,14185.128815994623,0.0,29.0,1519.4645170698923,9.33561044475653,177.0,39.0,418.0,13.0,1.0,14.0,16688,2657,6.280767783214151
성동구,마장동,20549.41762580645,15.0,27.0,2376.5844057795703,8.646618052290806,258.0,46.0,692.0,28.0,0.0,28.0,22706,4041,5.618906211333829
성동구,사근동,25905.168395967743,5.0,25.0,1564.5682834677418,16.55739073180685,72.0,18.0,295.0,40.0,1.0,41.0,14082,1521,9.258382642998027
성동구,행당1동,25152.9077641129,0.0,29.0,1926.6260526881722,13.05541764527563,121.0,23.0,343.0,27.0,3.0,30.0,13996,2194,6.379216043755697
성동구,행당2동,18078.24543830645,0.0,29.0,2097.597031451613,8.618550258814798,321.0,52.0,487.0,26.0,1.0,27.0,23148,4005,5.7797752808988765
성동구,응봉동,9975.061724327956,9.0,20.0,1102.2115740591398,9.050042622572514,62.0,27.0,399.0,32.0,0.0,32.0,15100,2537,5.951911706740244
성동구,금호1가동,13923.9505125,0.0,29.0,1553.9907833333332,8.960124256742965,300.0,29.0,390.0,41.0,1.0,42.0,15137,2750,5.504363636363636
성동구,금호4가동,11987.843055510752,0.0,29.0,1450.407754032258,8.265153728104059,178.0,26.0,430.0,28.0,2.0,30.0,14228,2512,5.664012738853503
성동구,성수1가1동,18533.756745564515,0.0,29.0,1360.7775309139786,13.61997558345643,147.0,12.0,383.0,32.0,2.0,34.0,16407,2401,6.833402748854644
성동구,성수1가2동,20113.26513185484,0.0,29.0,1340.6152403225806,15.003010951162365,69.0,16.0,340.0,12.0,2.0,14.0,12322,1969,6.257998984255967
성동구,성수2가1동,18920.80428319893,0.0,29.0,1403.9823403225805,13.476525836394542,251.0,34.0,535.0,30.0,0.0,30.0,15716,2966,5.298718813216453
성동구,성수2가3동,33216.07145833333,0.0,29.0,1994.7809772849462,16.65148797616018,65.0,11.0,285.0,21.0,2.0,23.0,10520,1837,5.726728361458901
성동구,송정동,9246.199238306452,5.0,21.0,827.2830098118279,11.176585435266672,196.0,32.0,313.0,13.0,0.0,13.0,10464,1859,5.628832705755783
성동구,용답동,19839.43099865592,4.0,25.0,1998.1849934139786,9.928725850732901,267.0,33.0,453.0,11.0,3.0,14.0,12551,2208,5.684329710144928
성동구,왕십리도선동,28711.61418239247,0.0,29.0,2628.5887380376344,10.922824771678451,359.0,39.0,574.0,27.0,1.0,28.0,26903,3964,6.786831483350151
성동구,금호2.3가동,20143.239996908604,0.0,29.0,2451.3612268817205,8.217165130955433,233.0,34.0,618.0,37.0,0.0,37.0,22423,3987,5.624028091296714
성동구,옥수동,26322.976435752687,18.0,20.0,3059.601235080645,8.603401036036928,179.0,31.0,601.0,40.0,2.0,42.0,25843,4312,5.993274582560296
광진구,화양동,42593.345931317206,2.0,22.0,2118.704758602151,20.103483393985883,157.0,22.0,671.0,22.0,2.0,24.0,27082,2356,11.49490662139219
광진구,군자동,23780.713257930107,4.0,29.0,1663.1885295698921,14.298266753967997,262.0,54.0,903.0,22.0,2.0,24.0,21524,3175,6.779212598425197
광진구,중곡1동,15220.661070698923,0.0,29.0,1479.1480512096773,10.290153888416482,236.0,70.0,719.0,18.0,0.0,18.0,15663,2628,5.960045662100456
광진구,중곡2동,18466.58234596774,0.0,29.0,1945.1983420698925,9.493418715500953,234.0,86.0,850.0,17.0,1.0,18.0,21336,3418,6.242246928028087
광진구,중곡3동,14521.064614784946,0.0,29.0,1778.8851251344086,8.163014243928632,304.0,84.0,902.0,21.0,1.0,22.0,16177,2943,5.496772001359157
광진구,중곡4동,24239.23146008065,0.0,29.0,3137.08303655914,7.726678311539712,413.0,154.0,1288.0,33.0,0.0,33.0,28405,5417,5.2436773121654054
광진구,능동,15295.363524865592,1.0,29.0,1321.2288903225808,11.576619037698455,91.0,29.0,399.0,9.0,2.0,11.0,11561,1674,6.906212664277181
광진구,구의1동,22173.851867876343,0.0,29.0,1878.052742204301,11.806831283050407,244.0,56.0,892.0,13.0,1.0,14.0,24049,3342,7.195990424895272
광진구,구의2동,19634.217750403222,0.0,29.0,2249.3160642473117,8.728972358525976,287.0,111.0,1029.0,20.0,0.0,20.0,26573,4514,5.886796632698272
광진구,구의3동,29234.55909045699,0.0,29.0,2556.3582584677415,11.436018012584796,134.0,46.0,772.0,23.0,0.0,23.0,28440,4377,6.497601096641535
광진구,광장동,35120.53689274193,20.0,20.0,2739.626925403226,12.819459674266705,67.0,27.0,606.0,38.0,2.0,40.0,34362,3991,8.609872212478075
광진구,자양1동,24470.08001706989,0.0,29.0,2172.6007186827956,11.26303595807775,361.0,88.0,1074.0,13.0,0.0,13.0,22709,3655,6.213132694938441
광진구,자양2동,20905.824654569893,0.0,29.0,2218.3458260752686,9.42406022038358,234.0,57.0,890.0,14.0,0.0,14.0,24253,4207,5.764915616829095
광진구,자양3동,24437.51774233871,0.0,29.0,2438.046822043011,10.023399682644648,107.0,42.0,809.0,18.0,1.0,19.0,27858,4495,6.1975528364849835
광진구,자양4동,28831.070170026884,0.0,29.0,2727.5279470430105,10.570403211187426,358.0,76.0,1134.0,12.0,1.0,13.0,21260,3879,5.480794019077082
동대문구,회기동,20841.79719516129,1.0,150.0,1632.0392967741936,12.770401568366724,84.0,15.0,349.0,9.0,0.0,9.0,13536,1556,8.699228791773779
동대문구,휘경1동,16964.487077419355,0.0,29.0,1636.0975465053766,10.368872634553275,110.0,18.0,367.0,15.0,2.0,17.0,16339,2173,7.519098021168891
동대문구,휘경2동,19577.39016680108,0.0,29.0,2115.5081522849464,9.254225820711525,181.0,34.0,709.0,17.0,0.0,17.0,24666,4112,5.998540856031128
동대문구,청량리동,20534.33153870968,14.0,20.0,3645.655912231183,5.632547896200779,837.0,78.0,1053.0,23.0,0.0,23.0,19094,5467,3.4925919151271265
동대문구,용신동,41890.578293817205,0.0,29.0,5121.416673252688,8.179490357149923,706.0,55.0,1315.0,38.0,7.0,45.0,36137,6147,5.878802667968115
동대문구,제기동,32198.27615362903,6.0,24.0,4689.975855913978,6.865339426647061,694.0,78.0,1182.0,27.0,2.0,29.0,26484,5855,4.52331340734415
동대문구,전농1동,31929.541731182795,0.0,29.0,3547.6085106182795,9.000300240462016,701.0,106.0,1072.0,33.0,2.0,35.0,29220,5816,5.024071526822558
동대문구,전농2동,16144.292514919356,0.0,29.0,1852.7669955645163,8.713611886205033,287.0,43.0,529.0,12.0,0.0,12.0,18629,3813,4.885654340414372
동대문구,답십리2동,20437.79074596774,0.0,29.0,2657.9784782258066,7.689223563469148,479.0,87.0,803.0,20.0,0.0,20.0,28055,5780,4.853806228373703
동대문구,장안1동,34374.34546693548,0.0,29.0,3555.8169536290325,9.667073956620111,416.0,65.0,1105.0,27.0,1.0,28.0,38677,6799,5.688630680982498
동대문구,장안2동,28389.64241505376,0.0,29.0,2971.260748924731,9.554746221895094,316.0,54.0,880.0,33.0,0.0,33.0,32685,5424,6.025995575221239
동대문구,이문1동,26354.488355376343,0.0,29.0,1893.0894138440858,13.921417637564842,232.0,45.0,566.0,26.0,0.0,26.0,21366,3234,6.606679035250464
동대문구,이문2동,13358.710215994624,0.0,29.0,1838.6425490591398,7.265528703678957,349.0,52.0,620.0,10.0,3.0,13.0,20183,4126,4.891662627241881
동대문구,답십리1동,21509.69667486559,0.0,29.0,2320.46513077957,9.269562550004498,283.0,43.0,655.0,26.0,2.0,28.0,28530,4166,6.848295727316371
중랑구,면목2동,19858.034440322583,0.0,29.0,2500.0381436827956,7.943092584607448,510.0,40.0,976.0,23.0,0.0,23.0,24206,4783,5.060840476688271
중랑구,면목4동,16091.087073790322,0.0,29.0,2180.775289112903,7.378608494933865,530.0,27.0,547.0,14.0,1.0,15.0,18746,3919,4.7833631028323556
중랑구,면목5동,11305.76182876344,0.0,29.0,1339.7024795698926,8.439009407815025,184.0,10.0,376.0,14.0,0.0,14.0,14836,2380,6.233613445378151
중랑구,면목7동,17156.858449327956,0.0,29.0,2434.986312231182,7.045977368803809,349.0,28.0,731.0,17.0,1.0,18.0,21798,4467,4.879785090664876
중랑구,상봉1동,16671.425934408602,0.0,29.0,1875.6566436827957,8.888314388754413,441.0,22.0,588.0,16.0,4.0,20.0,23714,3995,5.935919899874843
중랑구,상봉2동,25041.936681182797,0.0,29.0,2524.4244322580644,9.919859894076177,309.0,19.0,672.0,15.0,1.0,16.0,20612,3079,6.694381292627477
중랑구,중화1동,14467.96169408602,0.0,29.0,1806.1850330645161,8.010232301359808,284.0,21.0,632.0,14.0,0.0,14.0,19293,3835,5.030769230769231
중랑구,중화2동,25087.93300524194,0.0,29.0,3426.9440969086018,7.320788520557838,755.0,33.0,977.0,28.0,1.0,29.0,24926,5183,4.80918387034536
중랑구,묵1동,24650.235336021506,0.0,29.0,3194.8972190860213,7.7155018285919414,337.0,28.0,841.0,31.0,1.0,32.0,34344,6145,5.58893409275834
중랑구,묵2동,18347.444886290323,0.0,29.0,2274.47104905914,8.06668649129649,319.0,31.0,629.0,20.0,0.0,20.0,18624,3762,4.950558213716109
중랑구,망우3동,11024.194591397849,0.0,29.0,1645.7301233870967,6.698664887234867,528.0,24.0,625.0,10.0,0.0,10.0,16303,3505,4.651355206847361
중랑구,신내1동,33076.72460793011,0.0,29.0,3941.0226362903227,8.392929363903672,526.0,44.0,771.0,49.0,2.0,51.0,38205,7204,5.303303720155469
중랑구,신내2동,17158.080797715054,0.0,29.0,2497.1423528225805,6.871086375320518,493.0,28.0,701.0,21.0,1.0,22.0,20155,4297,4.69048173144054
중랑구,면목본동,26370.54605685484,0.0,29.0,3242.9915228494624,8.131549487888977,791.0,44.0,1205.0,27.0,1.0,28.0,33856,6355,5.327458693941778
중랑구,망우본동,40005.16754301075,0.0,29.0,4795.70537016129,8.341873500386718,854.0,39.0,1201.0,59.0,4.0,63.0,35905,6837,5.251572327044025
성북구,돈암1동,12256.11858642473,0.0,29.0,1844.0080376344088,6.646456163036865,370.0,14.0,329.0,11.0,0.0,11.0,14474,2988,4.8440428380187415
성북구,돈암2동,13693.338759139786,0.0,29.0,1558.8686150537633,8.784151933591607,198.0,16.0,381.0,33.0,0.0,33.0,23657,3648,6.484923245614035
성북구,안암동,27724.071524059134,0.0,29.0,1822.7851184139786,15.209731110917833,179.0,18.0,420.0,30.0,2.0,32.0,17118,2113,8.101277804070042
성북구,보문동,15573.25255766129,0.0,29.0,1785.5335961021506,8.721903968459602,200.0,19.0,496.0,10.0,1.0,11.0,16712,2588,6.457496136012365
성북구,길음1동,34012.78980860215,0.0,29.0,3219.6443259408607,10.564145093468598,344.0,27.0,517.0,30.0,2.0,32.0,35000,4818,7.264425072644251
성북구,길음2동,18238.80908266129,0.0,29.0,2075.721872043011,8.786730692734814,294.0,16.0,370.0,22.0,0.0,22.0,21728,3112,6.982005141388175
성북구,월곡1동,25327.12931935484,0.0,29.0,2824.916052419355,8.965621933318626,466.0,15.0,637.0,25.0,0.0,25.0,26169,4922,5.316741162129215
성북구,월곡2동,21841.90213776882,0.0,29.0,2653.6401857526885,8.23092077631222,353.0,17.0,525.0,28.0,2.0,30.0,19739,3729,5.293376240278895
성북구,장위1동,21655.236465188173,0.0,29.0,2656.70809422043,8.151153870573262,577.0,14.0,550.0,34.0,0.0,34.0,24082,4210,5.720190023752969
성북구,장위2동,12115.427948252687,0.0,29.0,1862.6139006720427,6.504529974720668,414.0,15.0,419.0,27.0,1.0,28.0,13622,3146,4.329942784488239
성북구,장위3동,8376.71283561828,0.0,29.0,984.7140254032258,8.506746750345249,202.0,13.0,252.0,34.0,0.0,34.0,15868,2193,7.235750113999088
성북구,성북동,20029.275241935484,4.0,29.0,2278.938747043011,8.788860722090073,166.0,15.0,589.0,47.0,1.0,48.0,16889,3092,5.46216041397154
성북구,삼선동,25794.12626115591,0.0,29.0,2370.9350016129033,10.879305524448643,369.0,21.0,678.0,39.0,2.0,41.0,23044,4026,5.723795330352708
성북구,동선동,25385.16894005376,0.0,29.0,2032.158229704301,12.49172853225487,194.0,13.0,401.0,18.0,1.0,19.0,15870,2196,7.226775956284153
성북구,종암동,37690.85888064516,19.0,22.0,4305.273996505376,8.7545784336233,613.0,19.0,1106.0,56.0,0.0,56.0,40111,6990,5.738340486409156
성북구,석관동,26404.147044892477,8.0,29.0,3694.5278326612906,7.146825857276787,699.0,24.0,1148.0,29.0,1.0,30.0,35315,7494,4.712436615959434
강북구,번1동,17811.940927688174,0.0,29.0,2297.4207952956995,7.753016323418284,380.0,35.0,1163.0,23.0,1.0,24.0,18578,3811,4.8748360010495935
강북구,번2동,11704.724840994624,0.0,29.0,2001.1688387096774,5.848944184310629,548.0,96.0,1250.0,41.0,0.0,41.0,15397,4124,3.7335111542192045
강북구,번3동,14479.447041801075,0.0,29.0,2832.736852553764,5.111469153496411,857.0,88.0,1587.0,35.0,0.0,35.0,16449,4787,3.4361813244203048
강북구,수유1동,16701.63783266129,0.0,29.0,2485.3052842741936,6.7201554426094665,470.0,55.0,1318.0,39.0,2.0,41.0,20501,4577,4.479134804457068
강북구,수유2동,16899.035891666666,0.0,29.0,2740.2275561827955,6.167019178220162,419.0,54.0,1237.0,12.0,1.0,13.0,21054,5126,4.1072961373390555
강북구,수유3동,27698.708643951613,0.0,29.0,3242.434665188172,8.542564925466014,488.0,49.0,1473.0,25.0,0.0,25.0,23778,4804,4.9496253122398
강북구,삼양동,21605.83223897849,0.0,29.0,3434.350242876344,6.291097503463459,546.0,65.0,1511.0,31.0,3.0,34.0,23090,5019,4.600518031480375
강북구,미아동,22148.33644637097,47.0,1.0,3173.804721908602,6.9784811565381455,445.0,76.0,1484.0,26.0,2.0,28.0,21685,4627,4.686622001296737
강북구,송중동,34034.61076814516,0.0,29.0,4603.956326747311,7.392470378230231,481.0,69.0,1574.0,57.0,2.0,59.0,29910,6215,4.81255028157683
강북구,송천동,26162.82793494624,0.0,29.0,3884.121117741936,6.7358424574968465,675.0,69.0,1990.0,17.0,1.0,18.0,25998,6280,4.139808917197453
강북구,삼각산동,20099.48096397849,0.0,29.0,2285.1466580645156,8.795707222136214,515.0,49.0,1096.0,21.0,2.0,23.0,30939,4711,6.567395457440034
강북구,우이동,18995.18329946237,3.0,29.0,2899.6270669354835,6.550905637509353,331.0,68.0,1328.0,33.0,6.0,39.0,20407,4998,4.083033213285314
강북구,인수동,25655.214904838707,0.0,29.0,4127.45120672043,6.215752438954622,605.0,81.0,1978.0,50.0,1.0,51.0,29916,7228,4.138904261206419
도봉구,쌍문1동,16785.470089784947,0.0,29.0,2333.159840053763,7.1943078230757465,346.0,52.0,686.0,42.0,1.0,43.0,21445,4723,4.540546262968452
도봉구,쌍문2동,16883.761610080644,0.0,29.0,2395.0138311827955,7.049546599796659,313.0,65.0,748.0,15.0,0.0,15.0,18461,4027,4.58430593493916
도봉구,쌍문3동,16254.345558198926,0.0,29.0,2301.044447580645,7.063898993906443,277.0,40.0,598.0,16.0,0.0,16.0,16934,3544,4.778216704288939
도봉구,쌍문4동,12974.452296370968,0.0,29.0,1677.1033611559137,7.736226995233351,82.0,29.0,477.0,15.0,0.0,15.0,18348,3278,5.597315436241611
도봉구,방학1동,23091.121855779573,0.0,29.0,3226.7518194892473,7.1561505648843475,546.0,53.0,948.0,31.0,5.0,36.0,28410,6183,4.5948568655992235
도봉구,방학2동,10652.81773844086,0.0,29.0,1954.93336344086,5.4491973678790435,649.0,71.0,726.0,23.0,0.0,23.0,19354,4601,4.206476852858074
도봉구,방학3동,20098.28616276881,0.0,29.0,3086.310857123656,6.51207447764992,100.0,35.0,791.0,28.0,0.0,28.0,26500,5387,4.9192500464080195
도봉구,창1동,19865.690906989246,0.0,29.0,2841.669066129032,6.990853067225951,208.0,27.0,895.0,22.0,3.0,25.0,24502,4872,5.029146141215107
도봉구,창2동,28378.954949059134,0.0,29.0,3737.577967607527,7.59287303034507,312.0,46.0,853.0,25.0,0.0,25.0,28957,5498,5.266824299745362
도봉구,창3동,10035.887079032258,0.0,29.0,1510.6110465053762,6.643594393308007,308.0,35.0,518.0,12.0,0.0,12.0,13633,3041,4.483064781321934
도봉구,창4동,26855.20662473118,0.0,29.0,3503.6141357526885,7.665001219936516,112.0,28.0,740.0,36.0,4.0,40.0,26121,4505,5.798224195338513
도봉구,창5동,18855.027861290324,0.0,29.0,2536.5458793010753,7.43334785116746,167.0,29.0,741.0,18.0,1.0,19.0,24343,4621,5.267907379355118
도봉구,도봉1동,18056.48144637097,0.0,29.0,3736.8002877688173,4.83207023545596,568.0,73.0,1159.0,37.0,0.0,37.0,20622,5930,3.4775716694772343
도봉구,도봉2동,18278.142068548383,0.0,29.0,3031.465085483871,6.029474710453706,470.0,69.0,1041.0,42.0,6.0,48.0,26359,6788,3.883176193282263
노원구,월계1동,22899.68452325269,0.0,29.0,2722.435787903226,8.411469106086663,262.0,32.0,693.0,45.0,4.0,49.0,21580,4280,5.042056074766355
노원구,월계2동,19181.674846639784,0.0,29.0,3035.795822311828,6.318499651940525,1055.0,58.0,812.0,40.0,4.0,44.0,26066,6044,4.3127068166776965
노원구,월계3동,23355.59323373656,0.0,29.0,3340.7250908602155,6.99117484932669,705.0,46.0,981.0,24.0,1.0,25.0,29384,6378,4.60708686108498
노원구,공릉2동,46948.9334139785,0.0,29.0,4017.8724465053765,11.685023364744508,300.0,37.0,857.0,52.0,2.0,54.0,42538,5931,7.17214634968808
노원구,하계1동,25620.749152150536,0.0,29.0,3078.4232174731187,8.322685784958761,1001.0,38.0,594.0,35.0,2.0,37.0,26982,4694,5.748189177673626
노원구,하계2동,15284.388023387097,0.0,29.0,1812.6133791666666,8.432238335575986,334.0,27.0,489.0,19.0,1.0,20.0,21642,3408,6.350352112676056
노원구,중계본동,19788.459603360217,0.0,29.0,1437.1637258064516,13.76910594668405,126.0,25.0,421.0,19.0,0.0,19.0,23477,2620,8.960687022900764
노원구,중계1동,24737.13218145161,0.0,29.0,1979.4352090053765,12.497065864500554,196.0,19.0,344.0,18.0,0.0,18.0,26580,2561,10.378758297540024
노원구,중계4동,15567.602846370968,0.0,29.0,2452.4697708333333,6.347724661691221,696.0,30.0,602.0,7.0,0.0,7.0,19601,4138,4.736829386176897
노원구,상계1동,34833.89299260753,0.0,29.0,5428.388212634409,6.416986337036968,543.0,52.0,1038.0,30.0,5.0,35.0,37857,7568,5.002246300211416
노원구,상계2동,27723.483262903228,0.0,29.0,3350.4534711021506,8.274546565717097,289.0,28.0,578.0,26.0,6.0,32.0,19629,3526,5.566931366988088
노원구,상계5동,17602.721361962365,0.0,29.0,2840.7969396505378,6.196402536299471,495.0,56.0,996.0,19.0,0.0,19.0,23737,5242,4.5282334986646315
노원구,상계8동,17031.897351478496,0.0,29.0,1816.3883829301076,9.37679271214204,53.0,7.0,599.0,14.0,1.0,15.0,22344,3055,7.313911620294599
노원구,상계9동,17150.19699314516,0.0,29.0,2135.550067204301,8.030810073957614,111.0,25.0,690.0,23.0,1.0,24.0,20071,3682,5.451113525258012
노원구,상계10동,12520.193257526882,0.0,29.0,1404.1451217741935,8.916594918413502,74.0,12.0,483.0,22.0,1.0,23.0,18477,2922,6.323408624229979
노원구,상계3.4동,20443.07912486559,0.0,29.0,3202.6311227150536,6.38321378315178,921.0,80.0,976.0,23.0,0.0,23.0,25324,6177,4.099724785494577
노원구,상계6.7동,46883.34032150537,0.0,29.0,5453.030493548387,8.597666999473812,165.0,33.0,1107.0,30.0,0.0,30.0,32044,5271,6.079301840258015
노원구,중계2.3동,30262.579906182797,0.0,29.0,4137.743224327956,7.31378876491254,1405.0,89.0,1100.0,31.0,4.0,35.0,33497,7665,4.370123939986954
