시군구명,행정동명,총생활인구수,총노인시설수,입소정원,총노인생활인구수,노인생활인구비율,국민기초생활보장 수급권자,저소득노인,normal,Total bus,Total subway,Total Transportation,전체인구,65세이상 인구,고령자 비율,총독거노인수,노인시설수요량,Cluster_Labels
송파구,위례동,44326.01069,0,29,2613.006484,16.96360532,185,21,469,62,0,62,21223,2977,7.128988915,675,23.275862068965516,1
강동구,강일동,49240.01226,13,25,5506.385605,8.942347265,586,76,585,48,1,49,33057,5784,5.715248963,1247,36.88,0
강동구,명일1동,25362.55621,0,29,3259.316941,7.781555665,129,18,618,23,1,24,25641,4268,6.007731959,765,26.379310344827587,3
강동구,명일2동,15719.41589,0,29,1844.318143,8.523158516,53,7,291,13,1,14,17327,2792,6.205945559,351,12.10344827586207,1
강동구,고덕1동,24721.7269,0,29,2080.058266,11.88511269,130,19,291,22,1,23,23919,3015,7.933333333,440,15.172413793103448,1
강동구,고덕2동,21308.43065,0,29,2232.094506,9.546383719,200,18,400,20,2,22,22764,3165,7.192417062,618,21.310344827586206,1
강동구,암사2동,14839.65408,0,29,1602.652411,9.259433909,50,5,408,7,1,8,15069,2524,5.970285261,463,15.96551724137931,1
강동구,암사3동,15306.33887,0,29,1531.180086,9.996432821,50,10,325,10,0,10,17481,2819,6.201135154,385,13.275862068965518,1
강동구,천호1동,31350.55333,0,29,4047.469717,7.745716589,519,60,914,17,1,18,26670,5453,4.890885751,1493,51.48275862068966,0
강동구,천호3동,26033.06999,0,29,3035.544971,8.576077852,509,52,860,12,2,14,26679,4826,5.528180688,1421,49.0,3
강동구,성내1동,23319.5622,0,29,2834.197228,8.227924988,77,8,470,21,0,21,19900,3193,6.232383339,555,19.137931034482758,1
강동구,성내2동,23714.99851,0,29,2918.285072,8.126347472,342,45,907,18,1,19,23528,4469,5.264712464,1294,44.62068965517241,3
강동구,성내3동,26286.06805,0,29,3063.767844,8.579654006,180,37,657,15,1,16,23071,4098,5.629819424,874,30.137931034482758,3
강동구,둔촌1동,4584.767638,0,29,548.4009253,8.360247816,1,0,1,9,1,10,73,11,6.636363636,2,0.06896551724137931,1
강동구,둔촌2동,27026.2149,0,29,3979.322536,6.791662313,169,31,634,30,3,33,24277,4250,5.712235294,834,28.75862068965517,3
강동구,암사1동,25105.68955,0,29,3103.78853,8.088724252,547,72,1095,15,0,15,34271,6303,5.437252102,1714,59.10344827586207,0
강동구,천호2동,43363.50955,0,29,5166.347522,8.393455795,658,55,1086,26,0,26,33825,6140,5.508957655,1799,62.03448275862069,0
강동구,길동,55177.68653,13,20,7357.373106,7.499645015,461,52,1401,36,1,37,45374,8478,5.351969804,1914,82.7,0
